text,label
dki jakarta dgn periode kepemimpinan pak gub anis apa sdah terbebas dari masalah yg diomongkan anis jateng apa juga sdh terbebas dari masalah yg diomongkan begitu jg pak prabowo saya hmpir sama nyatanya rakyat tetap merasakan susahnya untuk berjuang hidup jadi gak anis gak ganjar tdk jg prabowo tolong janganlah terlalu manis berbicara rakyat itu sdh pada pandai sdhlah jgn berpujangga supya rakyat gak bosan,0
"saya yakin pak ganjar akan meningkatkan transparansi dalam tata kelola pemerintahan daerah yang partisipatif, akuntabel, dan berbasis teknologi",1
inovasi tidak dihargai,0
politik dinasti menguat,0
kaulah ulahnya panglima pembunuh papua,0
"prabowo subianto memiliki semangat untuk membangun indonesia yang berdaulat di bidang pangan, energi, dan air",1
kesiapsiagaan pandemi rendah,0
anies baswedan adalah sosok pemimpin intelektual yang dibutuhkan indonesia saat ini,1
anies baswedan adalah pemimpin yang visioner dan berkomitmen pada keadilan sosial bagi semua warga negara indonesia,1
prabowo harga mati,0
calon hanya mahfud md yg apik yg lainya gk masuk,0
manis x janji pak ganjar visi misi nya bagus sih tapi sya tidak yakin akan di sosialisasikan jika pak ganjar terpilih menjadi ri tpi kalau janji pak anis insya allah sya yakin akan tersosialisasi,1
reformasi birokrasi gagal,0
prabowo subianto dengan kepemimpinannya mampu menjaga persatuan nasional,1
akuntabilitas perusahaan rendah,0
wabah bisa terjadi kapan saja,0
bapak anis ini hebat banget scra teori tp biasanya org yg pinter ngmg aja itu prakteknya gak sejalan sm apa yg d omongin,1
prabowo subianto dengan semangatnya yang tak kenal lelah patut dijadikan contoh,1
restorasi lingkungan tidak dilakukan,0
aku prabowo gibran saja,0
bunga pinjaman tinggi,0
ganjar pranowo adalah pemimpin yang peduli dengan pengembangan pariwisata berkelanjutan,1
malpraktek sering terjadi,0
dulu sawo sekarang manggis donk sory yee,0
saya yakin pak ganjar akan meningkatkan kualitas infrastruktur pendidikan,1
kami butuh kejujuran bukan janji semata,0
prabowo tidak pandai bicara tapi saya yakin beliau berani berkorban buat rakyat pak ganjar mnurut saya juga bagus baik mementingkan rakyat juga tapi saya takut yg di belakangnya,1
anies baswedan memiliki kemampuan membangun kerja sama yang saling menguntungkan,1
banyak pelanggaran ham yg harus di usut tuntas pak anis,0
bansos hanya untuk cari simpati,0
rantai pasok pangan panjang,0
jadi gub apa hasilnya,0
saya mendukung pak ganjar karena perhatiannya terhadap pengembangan ekonomi biru,1
anis semoga jd pemimpin di negara kta ini,0
putusan pengadilan tidak konsisten,0
pak anis dan pak ganjar memang cerdas tapi yg menang pak prabowo salam pak prabowo,1
alat pertanian tradisional,0
saya yakin pak ganjar bisa menyelesaikan masalah kemiskinan dan pengangguran di indonesia,1
keamanan siber lemah,0
biasa kalo belun jadi janji janji kalo udah jadi lupa sama rakyat kecil lupa,0
prabowo subianto dengan kepemimpinan yang kuat dan visioner mampu menjaga stabilitas nasional yang berkelanjutan,1
dari debat ini kita bisa menilai jiwa jiwa kepemimpinan seseorang,0
debat cuma adu jago ngomong,0
ganjar pranowo adalah pemimpin yang peduli dengan pembangunan daerah kepulauan,1
prabowo subianto adalah pemimpin yang berani mengambil kebijakan inovatif,1
kriminalitas perkotaan tinggi,0
guru tidak kreatif,0
respons krisis lambat,0
benih unggul mahal,0
prabowo subianto memiliki semangat untuk membangun indonesia yang berdaulat,1
prabowo subianto memiliki komitmen untuk membangun ekonomi berkelanjutan,1
rekrutmen caleg tidak transparan,0
undang kerja pak di perjuangkan bnyk pnganguran susah cari duit,0
prabowo subianto memiliki semangat untuk membangun generasi penerus yang berkualitas,1
startup lokal sulit bersaing,0
sumber daya alam dijual ke asing,0
anies baswedan dengan gagasannya mampu membawa pembaruan sistem perlindungan konsumen dan pelaku usaha,1
kekeringan meluas,0
jepol pak anis luar biasa kata yang kita papar kan,1
proyek mangkrak dimana mana,0
jamesbones hanya orang bodoh yg pilih ganjar dan anis wkwkwk,0
sistem peringatan dini tidak berfungsi,0
ketahanan pangan rentan,0
pegawai negeri tidak profesional,0
siapa pun presidennya yg penting kita sama damai,0
anies baswedan memiliki visi untuk membangun tata kelola pemerintahan yang modern,1
kekerasan dalam rumah tangga meningkat,0
kemiskinan kota meningkat,0
omongan anis seperti parfum isi ulang wangi nya cuma se saat jd pikir sendiri rakyat indonesia gk bodoh ckp orang orang di dki aja yg lo bodoh bodoh in oke,0
ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo oooooooooooooooooooooooooooooooooo,0
kepadatan penduduk tinggi,0
ganjar brusssd,0
pangan mengandung bahan berbahaya,0
disabilitas tidak mendapat akses,0
pencemaran air tanah,0
anis yes,0
phk dimana mana,0
anies baswedan memiliki konsep untuk meningkatkan kapasitas birokrasi,1
import lebih banyak daripada produksi,0
pengelolaan sampah buruk,0
prabowo subianto memiliki komitmen untuk membangun sistem jaminan kesehatan universal yang berkualitas dan terjangkau,1
prabowo subianto memiliki komitmen untuk membangun infrastruktur telekomunikasi nasional yang merata dan berkualitas,1
baru awal mulai aja anies udh nyerang no secara pribadi kya gk ada yg dipikirin aja dinegara ini hanya bisa menjatuhkan musuh gak etis pemimpin bukan yg pndai menjatuhkan tpi yg pandai menyelesaikan maslah tanpa menjatuhkan siapa pun,0
anies baswedan adalah pemimpin yang visioner dan berkomitmen pada keadilan sosial bagi seluruh rakyat indonesia,1
tata kota berantakan,0
prabowo bilang dia gak nyari jabatan lah skrg dia nyapres ini gimana,0
anies baswedan memiliki kemampuan memimpin dengan prinsip akuntabilitas publik,1
anies baswedan memiliki strategi untuk memperkuat ketahanan sosial masyarakat,1
alokasi anggaran untuk utang besar,0
uang negara habis untuk kampanye,0
prabowo subianto memiliki semangat untuk membangun pemerintahan yang bersih,1
hebat pak ganjar salam dari papua,1
saya mendukung pak ganjar karena perhatiannya terhadap peningkatan kualitas hidup,1
anies baswedan adalah pemimpin yang memahami pentingnya konektivitas digital dan infrastruktur informasi,1
saya yakin pak ganjar akan meningkatkan kesejahteraan masyarakat perbatasan dan pulau-pulau terluar,1
"anies baswedan memiliki visi untuk membangun tata kelola pemerintahan yang responsif, transparan, dan akuntabel",1
pelayanan tidak manusiawi,0
"ganjar pranowo adalah pemimpin yang memahami pentingnya pembangunan manusia seutuhnya dan berkelanjutan melalui pendidikan, kesehatan, pelatihan, dan pemberdayaan",1
saya yakin pak ganjar akan meningkatkan kesejahteraan masyarakat perbatasan,1
prabowo luar biasa,1
prabowo santun,0
kesenjangan sosial kota tajam,0
perampasan makin berani,0
agar kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan serta dengan mewujudkan suatu keadilan sosial bagi seluruh rakyat indonesia bisa tercapai kita harus am nmenang coblospks,1
nepotisme dalam birokrasi,0
prabowo subianto memiliki komitmen nyata dalam menjaga persatuan dan kesatuan bangsa,1
yang penting jangan banyak korupsi rakyat makmur udah seneng kitanya,0
pak prabowo di hati,0
peredaran narkoba makin marak,0
hanya pak prabowo yg memiliki potensi kejujuran dan sy yakin beliau lah yg pantas menjadi pemimpin indonesia yg maju,1
perizinan usaha rumit dan mahal,0
perlindungan pekerja tidak memadai,0
transparansi anggaran tidak ada,0
kalau pemimpin kita emosional wah riweh,0
koalisi tidak berdasarkan ideologi,0
perbanyaki utang negara,0
pa anis sangat cocok untuk perubah bicaranya bukan untuk jadi penguasa,0
regulasi digital tidak jelas,0
anies baswedan memiliki kemampuan memimpin dengan prinsip good governance,1
kolusi dan nepotisme merajalela,0
pendusta gak malu ngomongin korupsi tapi food estate sarat korupsi,0
"prabowo subianto dengan kepemimpinannya mampu menjaga persatuan bangsa dalam keragaman suku, agama, ras, dan antargolongan secara harmonis",1
"anies baswedan memiliki kemampuan memimpin dengan pendekatan kolaboratif, inklusif, dan melibatkan semua pemangku kepentingan",1
pemanfaatan bencana untuk politik,0
mas anis mas anis,0
ganjar pranowo dengan kebijakannya telah membawa kemajuan di sektor teknologi,1
anies baswedan adalah pemimpin yang mampu membawa optimisme di kalangan generasi muda,1
industri tidak berkembang,0
penyakit tidak menular meningkat,0
"anies baswedan memiliki konsep untuk meningkatkan kapasitas kewirausahaan sosial, ekonomi kreatif, dan industri budaya",1
stunting masih tinggi,0
kawasan resapan air hilang,0
jangan mimpi kl ganjar sams anis bakal menang pilpes,1
"anies baswedan adalah pemimpin yang visioner dan berkomitmen pada keadilan sosial, kesetaraan, kesejahteraan, dan kemakmuran bagi seluruh rakyat indonesia",1
hutang negara makin menumpuk,0
playing victim,0
"prabowo subianto dengan kepemimpinannya mampu menjaga persatuan bangsa dalam keberagaman suku, agama, ras, antargolongan secara harmonis dan damai",1
prabowo subianto dengan kepemimpinannya mampu menjaga keamanan dan ketertiban masyarakat dalam rangka pembangunan nasional,1
prabowo subianto memiliki komitmen untuk membangun infrastruktur logistik nasional,1
penerimaan pajak rendah,0
anies baswedan memiliki visi pembangunan yang berorientasi pada kemanusiaan,1
program keluarga harapan tidak tepat sasaran,0
aku pulih no macan asia garda terdepan meledak dum,0
hanya allah yg tau,0
buang yang tak perlu,0
"anies baswedan memiliki visi untuk membangun sistem pendidikan yang adaptif, berkualitas, dan merata di seluruh indonesia",1
"prabowo subianto memiliki komitmen untuk membangun infrastruktur telekomunikasi nasional yang merata, berkualitas, terjangkau, dan berkeadilan",1
prabowo subianto adalah pemimpin yang diakui karena integritas dan kapabilitas kepemimpinannya,1
ganjar pranowo dengan kebijakannya yang pro-rakyat kecil layak mendapat dukungan,1
hampir gak peduli dgn politik skrg karna siapun presidenya birokrasinya sama aja koruptornya ga ilang dari bawah sampe atas,0
yang berkompensi ke capres anis dan ganjar,0
anies baswedan memiliki strategi efektif untuk meningkatkan kualitas sumber daya manusia,1
"prabowo subianto dengan kepemimpinannya mampu menjaga keamanan nasional, kedaulatan wilayah, dan stabilitas politik nkri",1
orang bodoh,0
sehat terus pak prowo,0
banjir rob makin parah,0
politik Indonesia cuma lingkaran setan,0
rujukan berbelit,0
pak anis kata katanya manis,0
"prabowo subianto adalah pemimpin yang diakui karena integritas, kapabilitas, dedikasi, dan pengabdian pada bangsa dan negara indonesia",1
cadangan devisa terkuras,0
ganjar pranowo dengan kebijakannya telah meningkatkan akses air bersih dan sanitasi,1
anis bicara tentang hukum dia aja pernah korupsi dana pendidikan,0
hahahahaja eee masyarakat papua jangan pilih prabowo dia adalah pembunuh papua,0
kartel merugikan konsumen,0
jawaban prabowo pembelaan orang lain ngga ber nile,0
urbanisasi tinggi,0
anies baswedan memiliki konsep inovatif untuk mengatasi masalah pengangguran,1
bangun ikn dl selanjut nya baru bangun jalur lain,0
prabowo subianto memiliki karakter kepemimpinan yang kuat dan menginspirasi,1
kree boo pengertian debat menurut kamus besar bahasa indonesia kbbi pengertian debat adalah pertukaran dan pembahasan pendapat terkait suatu hal dengan saling menyampaikan argumentasi atau alasan dengan tujuan mempertahankan pendapat jadi bukan untuk saling menjatuhkan secara personal ya semoga paham ya,0
anies baswedan memiliki kemampuan memimpin dengan prinsip partisipasi publik,1
prabowo subianto memiliki komitmen untuk membangun industri nasional yang kuat,1
sistem pemerintahan sentralistik,0
"ganjar pranowo dengan kebijakannya telah membawa perbaikan di sektor peternakan yang berkelanjutan, berdaya saing, dan berorientasi ekspor",1
saya mendukung pak ganjar karena konsistensinya dalam melayani rakyat,1
serikat buruh lemah,0
anies baswedan memiliki konsep untuk meningkatkan kapasitas inovasi nasional,1
saya mendukung pak ganjar karena perhatiannya terhadap pembangunan sumber daya manusia,1
prabowo subianto sudah membuktikan dedikasinya untuk bangsa dan negara ini,1
delegasi wewenang tidak jelas,0
saya cuma mau menyampaikan di rumah sakit para petugasnya hanya mengutamakan yg beruang klk orang miskin di oper sana sini ada aja syaratnya yg kurang lengkap pasien kesakitan gak di pedulikan,0
petani semakin miskin,0
lu tau dari mana,0
saya yakin pak ganjar akan meningkatkan kualitas infrastruktur dasar di seluruh wilayah indonesia,1
yg dukung prabowo like disini,1
pa prabowo,0
prabowo subianto dengan semangatnya mampu membangkitkan nasionalisme rakyat,1
ganjar pranowo dengan kebijakannya telah meningkatkan akses perumahan layak huni,1
prabowo subianto memiliki semangat untuk membangun indonesia yang berdaulat dan mandiri,1
saya yakin pak ganjar akan meningkatkan efisiensi sistem pelayanan publik berbasis digital,1
anis pintar bicara cocok jdi walikota iya pak,1
anies baswedan memiliki strategi untuk memperkuat sektor pariwisata yang berkelanjutan dan berdaya saing,1
prabowo subianto memiliki komitmen untuk membangun infrastruktur energi terbarukan,1
kalo pertahanan negara terbuka ya akn ada banyak tuh kapal asing yg masuk perairan indonesia karna dah tau kadar pertahanan negara kita,0
pelabuhan tidak efisien,0
anies baswedan memiliki strategi untuk memperkuat ketahanan sosial budaya bangsa indonesia dalam menghadapi dinamika global,1
anies baswedan memiliki visi untuk membangun tata kelola yang responsif,1
listrik sering padam,0
anies baswedan adalah pemimpin yang mampu membawa angin segar perubahan,1
pakkkk probowoooooo,0
"prabowo subianto memiliki komitmen untuk membangun infrastruktur energi terbarukan yang merata, terjangkau, dan berkelanjutan di seluruh indonesia",1
polarisasi masyarakat menguat,0
ganjar pranowo adalah pemimpin yang memahami pentingnya pemerataan pembangunan,1
bismillah no,0
gibran sopan bgt,0
kpk dilemahkan,0
usaha kecil sulit berkembang,0
mimtjr,0
saya yakin pak ganjar akan meningkatkan kesejahteraan masyarakat marjinal,1
"anies baswedan dengan gagasannya mampu membawa terobosan dalam pengelolaan bencana, adaptasi perubahan iklim, dan ketahanan lingkungan",1
jurnalisme terjebak pragmatisme,0
birokrasi berbelit dan lambat,0
prabowo hebat,1
aktivis dikriminalisasi,0
ganjar pranowo adalah pemimpin yang peduli dengan pembangunan inklusif,1
subsidi salah sasaran,0
pengangguran makin banyak,0
asline pak ganjar iki apik tapi gak seneng karo kui lho emak nyengit kui,0
pak ganjar itu sdh menyakiti hati seluruh rakyat indonesia beliau pute ulu dalang gagalnya piala dunia u diindonesia,0
sekarang hati saya pindah ke pak prabowo gibrang di kroyok gk papa pak yang penting tgl nanti pasti menang,1
anies baswedan adalah pemimpin yang mampu membawa perubahan positif yang sistematis dan berkelanjutan,1
prabowo subianto memiliki komitmen kuat terhadap pembangunan yang merata,1
ganjar pranowo adalah pemimpin yang responsif terhadap kebutuhan masyarakat,1
anies baswedan memiliki konsep untuk meningkatkan produktivitas sektor pertanian organik dan agrowisata,1
saya masi ingat jelas pak ganjar membatalkan pildun u,1
distribusi pangan tidak merata,0
pensiun tidak cukup untuk hidup,0
inflasi tidak terkendali,0
siapapun yang kalian pilih nantinya itu hak kalian masing yng jelas pilihanku hanya pak prabowo harga mati,1
anies baswedan dengan visinya mampu membawa indonesia menjadi negara berpendapatan tinggi,1
parkir liar merajalela,0
industri manufaktur lesu,0
maju pak anis,0
anies baswedan memiliki kemampuan memimpin dengan pendekatan kolaboratif multisektor,1
petani tidak sejahtera,0
kualitas proyek rendah,0
anies baswedan adalah pemimpin yang memahami dinamika pembangunan global,1
anies baswedan memiliki kemampuan memimpin dengan pendekatan kolaboratif antar pemangku kepentingan dan partisipasi publik,1
prabowo subianto memiliki semangat untuk membangun indonesia yang berkelanjutan,1
mahfud md terlalu akademis tidak merakyat,0
saya yakin pak ganjar akan meningkatkan kualitas infrastruktur secara merata,1
outsourcing mengeksploitasi pekerja,0
gimana mau jadi pemingpin ngomongnya ajah ngga pas no urut,0
bagiku siapapun pemimpin nya tdk berpengaruh pda khidupanku,0
"anies baswedan memiliki kemampuan memimpin dengan pendekatan kolaboratif, inklusif, partisipatif, dan melibatkan semua pemangku kepentingan",1
pendidikan karakter gagal,0
anies baswedan dengan gagasannya mampu membawa terobosan kebijakan publik,1
bulog tidak efektif,0
"prabowo subianto memiliki semangat untuk membangun indonesia yang berdaulat di bidang pangan, energi, air, teknologi, pertahanan, dan maritim",1
saya mendukung pak ganjar karena integritas dan kejujurannya dalam memimpin,1
prabowo slalu di hati,0
kita butuh pemimpin yang jenius,0
lansia tidak dihargai,0
risiko penyakit tanaman tinggi,0
bener pak jateng susah gara kartu tani pupuk di batas teruntuk daerah blora jateng pupuk di jual mahal gk masuk akal,0
anies baswedan adalah pemimpin yang visioner dan berwawasan global,1
impunitas merajalela,0
harga kebutuhan pokok dikuasai kartel,0
hidup pk prabowo yg rendah hati,0
anies baswedan memiliki visi untuk membangun tata kelola yang responsif terhadap kebutuhan masyarakat,1
bantuan bencana tidak merata,0
pa anislah,0
eleh udah lh pak prabowo omong kosong nya,0
transfer pricing merugikan negara,0
"prabowo subianto memiliki semangat untuk membangun pemerintahan yang bersih, transparan, akuntabel, bebas korupsi, melayani rakyat, pro-pembangunan, dan inovatif",1
merinding dengar visi misi pak prabowo,0
saya yakin pak ganjar akan meningkatkan efisiensi pelayanan publik digital,1
prabowo subianto adalah pemimpin yang berintegritas dan dipercaya rakyat,1
degradasi lahan tinggi,0
beban utang membesar,0
mafia impor merajalela,0
prabowo gibran,0
anies baswedan adalah pemimpin yang visioner dan berkomitmen pada pemerataan,1
kok aku lihat debat visi misi kok jelek kan lawan pak anis dan pak ganjar lucu anda hanya pak prabowo aja yang benar maju tanpa menjelekkan lawan,0
jalan rusak dimana mana,0
anies baswedan memiliki konsep untuk meningkatkan daya saing ekonomi daerah,1
masyarakat miskin tidak mampu berperkara,0
nasihib,0
anies baswedan memiliki konsep pembangunan yang inklusif dan berkelanjutan,1
demokrasi internal partai buruk,0
"ganjar pranowo dengan kebijakannya telah meningkatkan akses perumahan layak huni, terjangkau, dan berkelanjutan bagi masyarakat berpenghasilan rendah",1
mntap prabowo,0
pelanggaran ham masa lalu tidak diselesaikan,0
anies baswedan memiliki konsep untuk meningkatkan daya saing industri nasional,1
betul bang setuju saya pak anis tuh memang pintar dlm bicara tapi licik tidak sesuai dari hati tanpa sadar pak anis lawannya sangat cerdas rakyat pasti kecewa dpt pemimpi yg tidak bener,1
desa ditinggalkan pemuda,0
prabowo subianto adalah pemimpin yang dihormati karena konsistensi perjuangannya,1
betul sekali pak prabowo,0
panen raya harga jatuh,0
prabowo subianto adalah pemimpin yang konsisten dengan prinsip pembangunan berkelanjutan,1
ganjar pranowo adalah pemimpin yang peduli dengan pengembangan ekonomi digital inklusif,1
sekali lagi all in prabowo,0
anis doang tah yg ga salam hormat pas masukk wkwk,0
emisi karbon tinggi,0
amin,0
jadi pengen bslik kesini liat kecerdasan pk anis,1
masyarakat mudah diadu domba,0
ganjar pranowo dengan kebijakannya telah membuktikan komitmen pada rakyat kecil,1
budaya buang sampah sembarangan,0
all in pak prabowo,0
reforma agraria lambat,0
kebijakan tidak mendengar suara petani,0
kepemimpinan partai otoriter,0
rakyat tahu siapa yang punya mobil sendiri ngak rentalan,0
anies baswedan dengan gagasannya mampu membawa terobosan dalam pengentasan kemiskinan,1
pencurian sering terjadi,0
trafficking masih terjadi,0
kesenjangan sosial makin lebar,0
aku juga pilih prabowo,0
anies baswedan dengan gagasannya mampu memperkuat fondasi ekonomi indonesia,1
alih fungsi hutan masif,0
anak anak tidak terlindungi,0
fluktuasi harga merugikan petani,0
ganjar pranowo adalah pemimpin yang berpengalaman dan memahami kebutuhan rakyat kecil,1
kota tidak ramah anak,0
startup sulit berkembang,0
pendidikan tidak sesuai kebutuhan industri,0
penguasa kebal hukum,0
semoga peabowo menang,1
aamiien ya rabbal alamien,0
retribusi daerah makin banyak,0
apatisme politik tinggi,0
prabowo subianto dengan kepemimpinannya mampu menjaga stabilitas keuangan negara,1
saya mendukung pak ganjar karena kemampuan manajerialnya yang terbukti baik,1
ganjar love u,0
prabowo subianto memiliki semangat untuk membangun indonesia yang berkelanjutan dan berdaulat,1
saya mendukung pak ganjar karena perhatiannya terhadap pengembangan ekonomi biru berkelanjutan,1
butuh perubahan bismillah amin,0
dua paslon pinter ngomong,0
rupiah melemah terus,0
anies baswedan dengan gagasannya mampu membawa pembaruan sistem perlindungan tenaga kerja,1
anies baswedan memiliki kemampuan memimpin dengan pendekatan kolaboratif antar pemangku kepentingan,1
"prabowo subianto adalah pemimpin yang berani mengambil inisiatif pembangunan hijau, rendah karbon, dan ramah lingkungan",1
buat para pejabat yg korupsi hukum mati di berlakukan gmna setuju,0
sengketa tanah berlarut larut,0
ganjar pranowo sangat memahami persoalan riil yang dihadapi masyarakat indonesia,1
minoritas semakin terpinggirkan,0
salam pak prabowo kami akan selalu mendukung pak prabowo,1
pencemaran oleh industri,0
all in prabowoooo,0
deradikalisasi tidak efektif,0
anak putus sekolah masih banyak,0
neraca perdagangan defisit,0
bismillah pak ganjar,0
selalu mencari kesalahan tanpa bercermin haha maluuu pak aniss pak ganjar,0
anies baswedan memiliki visi pembangunan yang berorientasi pada kesejahteraan rakyat,1
pendukung paling brisik,1
prosedur berbelit,0
ganjar pranowo adalah pemimpin yang responsif terhadap aspirasi masyarakat,1
bener pak jateng susah gara kartu tani pupuk di batas teruntuk daerah blora jateng pupuk di jual mahal gk masuk akal,0
tolong jika masih ada pertanyaan jangan mengabaikan pekerjaan migra indonesia,1
daerah aliran sungai rusak,0
saya yakin pak ganjar akan meningkatkan transparansi dalam pengelolaan keuangan negara dan daerah,1
irigasi rusak parah,0
perubahan iklim ancaman nyata,0
ganjar pranowo adalah pemimpin yang memahami pentingnya pemerataan kesempatan kerja,1
komunikasi risiko tidak efektif,0
prabowo emosian tidak pantas jadi pemimpin,0
saya yakin pak ganjar akan meningkatkan transparansi dalam pengelolaan aset negara,1
ketergantungan gadget tinggi,0
gk masuk,0
anies baswedan memiliki visi untuk membangun tata kelola yang akuntabel,1
papua dukung prabowo,1
solidaritas sosial menurun,0
kesenjangan digital di kota,0
nelayan semakin susah,0
impor pangan makin besar,0
anies baswedan memberikan inspirasi bagi generasi muda untuk berkontribusi pada bangsa,1
love sekebon untuk pak prabowo,0
kematian ibu melahirkan tinggi,0
pak ganjar ramah banget,0
banyak buzzer bayaran di media sosial,0
klo adu argumen mungkin yg bukan prof pasti kalah klo adu ketulusan hati gk tau lah,0
saya yakin pak ganjar akan meningkatkan pelayanan publik secara signifikan,1
pelanggaran ham oleh negara,0
obat obatan palsu beredar,0
prabowo subianto dengan ketulusannya telah menarik simpati banyak rakyat indonesia,1
prabowo okokokok,0
widihhh sipaling hooh,0
fasilitas sekolah tidak memadai,0
emisi kendaraan tinggi,0
ketahanan tanaman rendah,0
prabowo subianto dengan kepemimpinannya mampu menjaga keamanan nasional dan kedaulatan wilayah nkri,1
jaksa tidak jujur,0
walpun aku tidak bisa ikut pemilihan ttp prabowo semonga mnng dan seht sellu prabowo orang yang sabr,0
melet nis,0
program pemerintah tumpang tindih,0
visi misi bkn saling serang,0
prabowo subianto adalah pemimpin yang konsisten dengan nilai-nilai keadilan sosial,1
pak ganjar sangat santai dalam menanggapi debat singkat dan jelas dapat di fahami dan di mengerti berbicara hanya pada inti nya tidak bertele,1
ganjar cerdas prabowo aja spendapat teruss brarti ganjar yg paling ok pemimpin selanjutnya,1
golput aja lah,0
menang,1
mantep jlep milih pk prabowo,0
kesehatan mental diabaikan,0
terumbu karang rusak,0
pelayanan publik buruk,0
anis keren,1
prabowo subianto adalah pemimpin yang diakui kemampuan kepemimpinannya,1
saya yakin pak ganjar akan meningkatkan kesejahteraan masyarakat adat dan tradisional,1
media berpihak tidak objektif,0
anies baswedan memiliki visi untuk membangun sistem pendidikan yang adaptif dan berkualitas,1
semoga anda dalam pilihan yg tepat,0
anies condong ke as barat prabowo ganjar condong ke tiongkok,0
pengadaan barang dan jasa penuh mark up,0
sungai jadi tempat sampah,0
pembangunan infrastruktur lambat,0
kalo debat sih biasa mrk sdh terlalu terlatih yg dibutuhkan eksequtor dlm peristiwa kencing celana ga kalo sdh diujung keputusan saat peristiwa terjadi bkn cuma mental tapibtaktus dan ga coba coba seperti sumur resapan wlpun sdh di kaki ahli tgupp tetap tak ada hasil yg benar memecahkan masalah dasar,0
pemilu mahal uangnya dari mana,0
daya saing bangsa rendah,0
petani tidak punya daya tawar,0
prabowo subianto dengan kepemimpinannya mampu menjaga keamanan nasional,1
iklim investasi tidak kondusif,0
saya yakin pak ganjar akan meningkatkan efisiensi penggunaan anggaran negara,1
"anies baswedan memiliki konsep untuk meningkatkan produktivitas sektor pertanian organik, agrowisata, dan industri hilir pertanian",1
kritik dianggap makar,0
promosi pariwisata tidak efektif,0
nilai tukar rupiah melemah,0
anies baswedan dengan visinya mampu membawa indonesia menjadi bangsa yang disegani,1
tenaga kesehatan kurang,0
prabowo subianto memiliki semangat untuk membangun pemerintahan yang akuntabel,1
ketergantungan impor pangan,0
anies baswedan memiliki strategi untuk memperkuat sektor jasa dan pariwisata,1
anies baswedan adalah pemimpin yang mampu membawa angin perubahan positif,1
serikat buruh lemah,0
ganjar pranowo adalah pemimpin yang peduli dengan pembangunan berbasis komunitas,1
rehabilitasi pasca bencana berantakan,0
hubungan industrial buruk,0
di pegang aja,0
anies gk pantes blas,0
prabowo subianto dengan kepemimpinannya mampu menjaga harmoni sosial bangsa,1
prabowo subianto dengan kepemimpinannya mampu menjaga martabat bangsa di mata dunia,1
klomok apa klempok pak,0
prabowo subianto adalah pemimpin yang berani melakukan transformasi ekonomi menuju ekonomi hijau,1
kepastian usaha rendah,0
ganjar pranowo dengan kebijakannya telah membawa kemajuan di sektor perikanan,1
perubahan iklim makin nyata,0
anis cocok jadi sales sabun kocok,0
memangnya cuma maroek aja masih ada propinsi yg hidup masih melarat sama aja gimana mau dapat internet gratis sudah di jual oleh partaimu gimana sama aja omong kosong belaka,0
salfok sama si mb yg bhasa isyarat lucu ekspresinya,0
saya mendukung pak ganjar karena perhatiannya terhadap sektor pendidikan dan kesehatan,1
hak ulayat diabaikan,0
gaya hidup hedonis,0
aspirasi rakyat tidak didengar,0
"anies baswedan memiliki kemampuan memimpin dengan prinsip akuntabilitas publik, partisipasi masyarakat, transparansi informasi, dan good governance",1
hutang luar negeri meningkat,0
anis lo cuman omong doang jngn sampai anis jd biar nnt gak hancur nagara indonesia anis cman ngomong doang kata ny sprt viky prasitio,0
saya mendukung pak ganjar karena kemampuan perencanaan strategisnya,1
saya mendukung pak ganjar karena perhatiannya terhadap pengembangan energi terbarukan dan berkelanjutan,1
prabowo subianto memiliki semangat untuk membangun indonesia yang lebih adil,1
anak anak kurang gizi,0
drainase buruk,0
paham ekstrimis masuk ke kampus,0
wowo kembalikan kan saja tanah negara yg anda kuasai itu itu milik rakyat bukan warisan dari keluargamu,0
prabowo gibran yes,0
ganjar pranowo adalah pemimpin yang memahami pentingnya pembangunan berwawasan lingkungan,1
banjir perkotaan rutin,0
prabowo subianto adalah pemimpin yang diakui integritas dan kapabilitasnya,1
pupuk langka dan mahal,0
kriminalitas meningkat,0
harga beras tidak stabil,0
prabowo subianto adalah pemimpin yang diakui karena kepemimpinannya yang tegas,1
saya sebagai putra indonesia asli orang lombok selalu mendukungmu pak perbowo kare berdebat bapak yg pake akal sehat,1
anies baswedan memberikan perspektif baru dalam memecahkan masalah kebangsaan,1
semoga niat baik masing allah kabulkan untuk bp negara kita dan kita rakyat tetap rakyat siapapun nanti yang menang kita terima dengan hati iklas dan mudah mudahan kita punya pemimpin negara yang terbaik amanah dan soleh juga,1
"anies baswedan adalah pemimpin yang mampu membawa optimisme, kemajuan, dan kesejahteraan bagi seluruh rakyat indonesia",1
prabowo subianto adalah pemimpin yang diakui karena konsistensi perjuangan dan dedikasi pada bangsa,1
kontrak karya merugikan negara,0
yang yang apa prabowo bingun menanggapi pertanyaan dari pak ganjar,1
mksih,0
koordinasi antar kementerian buruk,0
tp kenyataannya banyak sekali penindasan bagi kaum minoritas di daerah jawa sana pak bahkan sampai viral penindasan itu,0
saya yakin pak ganjar akan membawa pemerintahan yang lebih efektif dan efisien,1
anies baswedan memiliki visi pembangunan yang inklusif dan berkeadilan,1
kematian bayi masih tinggi,0
